artist,album,title,duration,playcount,rating,rating_interpretation
"Hadouken!","Every Weekend","Bad Signal","3:57","3","5","thumbs-up"
"Hadouken!","Bad Signal (Remixes) - EP","Bad Signal (Dub Mix)","3:55","1","0","not-rated"
"Hadouken!","Bad Signal (Remixes) - EP","Bad Signal (Radio Edit)","3:40","1","0","not-rated"
"Hadouken!","Bad Signal (Remixes) - EP","E  Bad Signal (The Prototypes Remix)","4:31","1","1","thumbs-down"
"Hadouken!","Bad Signal (Remixes) - EP","Bad Signal (Wideboys Radio Edit)","3:36","1","0","not-rated"
"Hadouken!","Bad Signal (Remixes) - EP","E  Bad Signal (Wideboys Remix)","5:41","1","0","not-rated"
"Hadouken!","Bad Signal (Remixes) - EP","Bad Signal (Xilent Remix)","4:22","1","0","not-rated"
"Superhumanoids","Exhibitionists","Bad Weather","4:11","1","undefined","never-rated"
"Newton Faulkner","Rebuilt By Humans","Badman","3:07","9","5","thumbs-up"
"Tenacious D","Rize of the Fenix","The Ballad of Holywood Jack and  The Rage Kage","5:06","2","0","not-rated"
"Freddie Wadling","Krater OST","Balladen om den vilsne vandraren","1:16","1","0","not-rated"
"Nothing But Thieves","Ban All the Music","Ban All the Music","2:52","1","undefined","never-rated"
"Nothing But Thieves","Nothing But Thieves (Deluxe)","Ban All the Music","2:52","8","5","thumbs-up"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Bandits' Expanse","2:20","","0","not-rated"
"Skrillex","Bangarang","E  Bangarang (feat. Sirah)","3:36","2","5","thumbs-up"
"Iwan Rheon","Bang!Bang! - EP","BangBang","3:52","2","4",""
"Barenaked Ladies","Are Me","Bank Job","4:28","1","5","thumbs-up"
"Gangstagrass","Broken Hearts and Stolen Money","Banks of the Ohio (feat. Alexa Dirks)","3:45","19","0","not-rated"
"Blof","Omarm","Barcelona","4:23","10","undefined","never-rated"
"Jeremy Soule & Julian Soule","Guild Wars: Nightfall","The Barricades","1:16","","0","not-rated"
"Gurrumul & Yolanda Be Cool","Flume: Deluxe Edition","A Baru In New York (Flume Soundtrack Version)","5:38","39","5","thumbs-up"
"Bliss","No One Built This Moment","Bascar Azad (Feat. Lisbeth Scott)","5:17","","undefined","never-rated"
"Dizzee Rascal","The Fifth","Bassline Junkie","3:23","4","5","thumbs-up"
"Metallica","The Greatest Hits","Battery","5:13","3","0","not-rated"
"Queens of the Stone Age","Era Vulgaris","Battery Acid","4:07","1","0","not-rated"
"Metallica","S & M","Battery [Explicit]","7:25","1","0","not-rated"
"The Dear Hunter","Act I: The Lake South, The River North","Battesimo Del Fuoco","1:56","78","0","not-rated"
"3","The End Is Begun (Special Edition)","Battle Cry","4:03","19","undefined","never-rated"
"John Boutte","Jambalaya","Battle Hymn of the Republic","5:09","2","0","not-rated"
"Breed 77","Insects","The Battle of Hatin","5:41","10","5","thumbs-up"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Battle of the Vanguard","2:23","","0","not-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Battle with the Tamini","2:30","5","0","not-rated"
"AFI","Art of Drowning","Battled","1:03","3","0","not-rated"
"Magic Sword","Volume 1","Battlefield","4:15","1","undefined","never-rated"
"Incubus","Make Yourself","Battlestar Scralatchtica","3:49","","undefined","never-rated"
"How to Destroy Angels","Welcome Oblivion","Bbb","3:32","1","0","not-rated"
"Faith No More","The Very Best Definitive Ultimate Greatest Hits Collection (Digital) [Explicit]","Be Aggressive (2009 Remastered) [Explicit]","3:43","2","0","not-rated"
"Brand New","Daisy (iTunes Version)","Be Gone","1:30","7","1","thumbs-down"
"Thousand Foot Krutch","The End Is Where We Begin","Be Somebody","3:43","22","0","not-rated"
"Major Lazer","Peace Is The Mission","Be Together (feat. Wild Belle)","3:53","5","undefined","never-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Bear's Spirit","4:25","3","0","not-rated"
"In This Moment","Blood","Beast Within","3:49","1","undefined","never-rated"
"M-3ox","Until Now","Beating of My Heart (Matisse & Sadko Instrumental) [feat. Heidrun]","6:31","1","0","not-rated"
"Barenaked Ladies","Are Men","Beautiful","2:36","1","0","not-rated"
"Mudvayne","Mudvayne","Beautiful And Strange","5:04","4","0","not-rated"
"Rise Against","The Black Market","A Beautiful Indifference","3:24","","undefined","never-rated"
"Jason Mraz","We Sing. We Dance. We Steal Things.","A Beautiful Mess","5:38","1","0","not-rated"
"Eminem","The Marshall Mathers LP2","Beautiful Pain (feat. Sia)","4:25","1","0","not-rated"
"Marilyn Manson","Lest We Forget","The Beautiful People","3:41","7","4",""
"Good Charlotte","Good Morning Revival","Beautiful Place","3:51","1","0","not-rated"
"Maximum The Hormone","Yoshu Fukushu","Beauty Colosseum","5:22","5","0","not-rated"
"Closure In Moscow","Pink Lemonade","Beckon Fire","4:02","23","0","not-rated"
"Eskmo","Eskmo","Become Matter Soon, For You","3:49","3","3",""
"Mushroomhead","XIII","Becoming Cold (216)","4:26","1","0","not-rated"
"Brand New","Daisy (iTunes Version)","Bed","3:09","10","5","thumbs-up"
"Bon Jovi","Crossroad","Bed Of Roses","6:35","3","0","not-rated"
"Grant Kirkhope","Viva Piñata: Original Soundtrack","Bedtime Story","2:38","3","0","not-rated"
"Newton Faulkner","Rebuilt By Humans","Been Thinking About It","3:29","6","0","not-rated"
"3","The End Is Begun (Special Edition)","Been to the Future","4:21","14","undefined","never-rated"
"Nordloef","Krater OST","Beers And Noodles","3:29","1","0","not-rated"
"Mushroomhead","XX","Before I Die","3:14","4","0","not-rated"
"Mushroomhead","XX (UK Version with 2 bonus tracks)","Before I Die","3:15","4","0","not-rated"
"Slipknot","Antennas To Hell","Before I Forget","4:25","8","0","not-rated"
"Slipknot","Antennas To Hell","Before I Forget","4:23","8","0","not-rated"
"Magic Sword","Volume 1","The Beginning","6:11","2","undefined","never-rated"
"Skindred","Babylon","The Beginning Of Sorrows","11:06","2","0","not-rated"
"Spineshank","Self-Destructive Pattern","Beginning Of The End","3:32","3","4",""
"The People The Poet","The Narrator","Being Human","4:53","","undefined","never-rated"
"Madeon","Adventure (Deluxe)","Beings","3:35","11","undefined","never-rated"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","Bekki on Pills Part 1","1:01","1","undefined","never-rated"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","Bekki on Pills Part 2","3:15","1","undefined","never-rated"
"Skillet","Awake","Believe","3:51","3","0","not-rated"
"How to Destroy Angels","Welcome Oblivion","The Believers","5:37","2","0","not-rated"
"Mammal","The Majority","Bending Rules","3:50","2","0","not-rated"
"Radiohead","The Best Of [Explicit]","The Bends [Explicit]","4:06","2","0","not-rated"
"Maximum The Hormone","Yoshu Fukushu","Benjo Sandal Dance","4:04","9","4",""
"Elton John","Rocket Man: The Definitive Hits","Bennie And The Jets","5:24","3","5","thumbs-up"
"Fink","Perfect Darkness","Berlin Sunrise","4:04","","undefined","never-rated"
"Eminem","The Marshall Mathers LP2","Berzerk","3:59","3","0","not-rated"
"Lmfao","Sorry For Party Rocking [Explicit]","Best Night","5:01","2","0","not-rated"
"Foo Fighters","Greatest Hits","Best Of You","4:15","2","4",""
"Paolo Nutini","Caustic Love","Better Man","5:29","1","undefined","never-rated"
"Pearl Jam","Rearviewmirror: Greatest Hits 1991-2003","Better Man","4:28","","undefined","never-rated"
"A","Teen Dance Ordinance","Better Off With Him","3:30","3","0","not-rated"
"Royal Blood","Royal Blood","Better Strangers","4:12","2","undefined","never-rated"
"Marina And The Diamonds","FROOT","Better Than That","4:36","4","undefined","never-rated"
"Papa Roach","Infest (UK Version)","E  Between Angels And Insects","3:54","6","undefined","never-rated"
"Nero","Between II Worlds","Between II Worlds","7:20","3","undefined","never-rated"
"The Strokes","Room On Fire","Between Love And Hate","3:16","1","0","not-rated"
"36 Crazyfists","Rest Inside the Flames","Between the Anchor and the Air","3:29","3","0","not-rated"
"Daft Punk","Random Access Memories","Beyond","4:51","17","5","thumbs-up"
"The Prodigy","The Day Is My Enemy","Beyond the Deathray","3:08","2","undefined","never-rated"
"Mudvayne","Mudvayne","Beyond The Pale","4:48","1","0","not-rated"
"Killswitch Engage","The End Of Heartache","A Bid Farewell","3:58","7","4",""
"In This Moment","Black Widow","Big Bad Wolf","5:10","14","5","thumbs-up"
"Muse","The 2nd Law","Big Freeze","4:40","2","0","not-rated"
"Guano Apes","Planet Of The Apes (Best Of)","Big In Japan","2:50","4","0","not-rated"
"Faith No More","The Very Best Definitive Ultimate Greatest Hits Collection (Digital) [Explicit]","The Big Kahuna (2009 Remastered) [Explicit]","3:06","1","0","not-rated"
"Foo Fighters","Greatest Hits","Big Me","2:13","2","0","not-rated"
"The Hives","The Black & White Album","Bigger Hole to Fill","3:38","1","0","not-rated"
"A.C.T.","Imaginary Friends","Biggest Mistake","7:50","1","0","not-rated"
"Blof","Omarm","Bijna Waar Ik Zijn Moet","4:38","9","undefined","never-rated"
"Maximum The Hormone","Bu-ikikaesu","Bikini Sports Ponchin","3:57","5","5","thumbs-up"
"Aloe Blacc","Good Things","Billie Jean","4:04","28","5","thumbs-up"
"Manic Street Preachers","Postcards From A Young Man","A Billion Balconies Facing The Sun","3:40","2","5","thumbs-up"
"Papa Roach","Infest (UK Version)","Binge","3:47","4","undefined","never-rated"
"Marilyn Manson","The Pale Emperor (Deluxe)","Birds Of Hell Awaiting","5:05","","undefined","never-rated"
"Anberlin","Lowborn","Birds of Prey","3:55","3","undefined","never-rated"
"Modestep","Evolution Theory","Bite The Hand","3:53","1","undefined","never-rated"
"Stone Sour","The Best Of Stone Sour","The Bitter End","3:34","2","0","not-rated"
"The Dear Hunter","Act II: The Meaning Of, And All Things Regarding Ms. Leading","The Bitter Suite 1 and 2: Meeting Ms. Leading and Through The Dime","6:06","44","undefined","never-rated"
"The Dear Hunter","Act II: The Meaning Of, And All Things Regarding Ms. Leading","The Bitter Suite 3: Embrace","7:46","31","0","not-rated"
"The Dear Hunter","Act IV: Rebirth in Reprise","The Bitter Suite IV and V - The Congregation the Sermon in the Silt","5:41","12","undefined","never-rated"
"The Dear Hunter","Act IV: Rebirth in Reprise","The Bitter Suite VI - Abandon","5:33","10","undefined","never-rated"
"Pearl Jam","Rearviewmirror: Greatest Hits 1991-2003","Black (2004 Remix)","5:39","","undefined","never-rated"
"Incubus","Monuments and Melodies","Black Heart Inertia","4:53","2","0","not-rated"
"A","Teen Dance Ordinance","Black Hole","4:16","2","0","not-rated"
"Rise Against","The Black Market","The Black Market","4:15","1","undefined","never-rated"
"Selah Sue","Selah Sue","Black Part Love","4:04","26","4",""
"Coheed & Cambria","Year Of The Black Rainbow","The Black Rainbow","7:35","6","0","not-rated"
"Jeremy Soule & Julian Soule","Guild Wars: Nightfall","Black Sails at Dawn","2:17","","0","not-rated"
"The Dear Hunter","Act II: The Meaning Of, And All Things Regarding Ms. Leading","Black Sandy Beaches","4:13","40","5","thumbs-up"
"Kanye West","Yeezus","Black Skinhead","3:08","9","5","thumbs-up"
"In This Moment","Black Widow","Black Widow","4:58","12","undefined","never-rated"
"Maximum The Hormone","Bu-ikikaesu","Black ¥ Power G-Men Spy","2:27","4","5","thumbs-up"
"Metallica","The Greatest Hits","Blackened","6:41","1","1","thumbs-down"
"Kendrick Lamar","To Pimp A Butterfly","E  The Blacker The Berry","5:28","2","undefined","never-rated"
"(Hed) P.E.","Blackout","Blackout","3:54","5","0","not-rated"
"Muse","Absolution","Blackout","4:23","2","0","not-rated"
"Gary Clark Jr.","Blak And Blu","Blak And Blu","4:06","14","undefined","never-rated"
"Everything Everything","Get To Heaven (Deluxe)","Blast Doors","3:30","3","undefined","never-rated"
"Bon Jovi","Crossroad","Blaze Of Glory","5:41","2","0","not-rated"
"Major Lazer","Peace Is The Mission","Blaze Up The Fire (feat. Chronixx)","3:34","5","undefined","never-rated"
"AFI","Sing the Sorrow","Bleed Black","4:15","8","5","thumbs-up"
"Metallica","S & M","Bleeding Me [Explicit]","9:02","4","0","not-rated"
"3","The End Is Begun (Special Edition)","Bleeding Me Home","3:47","12","undefined","never-rated"
"Imagine Dragons","Night Visions","Bleeding Out","3:44","4","5","thumbs-up"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Blighted Battleground","2:21","1","0","not-rated"
"Breed 77","In My Blood (En Mi Sangre)","Blind","4:09","2","5","thumbs-up"
"Chase & Status","No More Idols","Blind Faith ft. Liam Bailey","3:54","11","4",""
"Unquote","Reverberation Box","Blind Jealousy","3:16","3","undefined","never-rated"
"Superhumanoids","Do You Feel Ok?","Blinking Screens","3:07","","undefined","never-rated"
"Muse","Origin of Symmetry","Bliss","4:13","4","5","thumbs-up"
"Hadouken!","Every Weekend","Bliss Out","3:24","4","5","thumbs-up"
"Slipknot","Antennas To Hell","The Blister Exists","5:26","1","1","thumbs-down"
"In This Moment","Blood","Blood","3:27","4","undefined","never-rated"
"Iron Maiden","Brave New World","Blood Brothers","7:15","2","undefined","never-rated"
"Papa Roach","Infest (UK Version)","Blood Brothers","3:33","5","undefined","never-rated"
"Alt-J","An Awesome Wave","Blood Flood","4:10","5","5","thumbs-up"
"Royal Blood","Royal Blood","Blood Hands","3:07","5","undefined","never-rated"
"Queens of the Stone Age","Lullabies To Paralyze","The Blood Is Love","6:39","1","1","thumbs-down"
"Ill Niño","Till Death, La Familia","Blood Is Thicker Than Water","5:58","3","5","thumbs-up"
"In This Moment","Blood","The Blood Legion","4:29","6","5","thumbs-up"
"The Dear Hunter","Act II: The Meaning Of, And All Things Regarding Ms. Leading","Blood Of The Rose","3:48","44","5","thumbs-up"
"Mikolai Stroinski","The Witcher 3: Wild Hunt - Official Soundtrack","Blood on the Cobblestones","2:02","3","0","not-rated"
"Kanye West","Yeezus","Blood On The Leaves","6:00","6","5","thumbs-up"
"Jonas Hellberg","Krater OST","Bloodclot (Remix by Jonas Hellberg)","4:25","1","0","not-rated"
"Alkaline Trio","From Here To Infirmary","Bloodied Up","2:51","2","0","not-rated"
"UNKLE","Psyence Fiction","Bloodstain","5:58","8","5","thumbs-up"
"In This Moment","Black Widow","Bloody Creature Poster Girl","4:20","7","undefined","never-rated"
"Jamiroquai","High Times - Singles 1992-2006","Blow Your Mind (Remastered for 2006)","3:56","2","0","not-rated"
"Gemini","Blue EP","Blue","5:17","17","5","thumbs-up"
"Marina And The Diamonds","FROOT","Blue","4:14","13","5","thumbs-up"
"The Rasmus","Hell Of A Collection","Blue","4:24","2","0","not-rated"
"Brubeck Brothers","Classified","Blue Rondo A La Turk","6:26","","undefined","never-rated"
"Curtis Schweitzer","Starbound Orchestral Original Soundtrack","Blue Straggler","5:43","","undefined","never-rated"
"Chet Faker","Built on Glass","Blush","4:48","19","5","thumbs-up"
"Cee Lo Green","The Lady Killer [Explicit]","Bodies","3:44","3","5","thumbs-up"
"Disclosure","Settle (Deluxe)","Boiling (feat. Sinead Harnett)","3:47","1","0","not-rated"
"Bliss n Eso","Circus In The Sky","E  Bomb Like Banksy","3:24","7","0","not-rated"
"Hadouken!","For the Masses","Bombshock","3:55","4","5","thumbs-up"
"In This Moment","Black Widow","Bones","4:30","7","undefined","never-rated"
"Nemesea","Uprise","Bones","3:58","2","undefined","never-rated"
"Of Mice & Men","Restoring Force","Bones Exposed","4:15","2","undefined","never-rated"
"Knife Party","Rage Valley - EP","Bonfire","4:33","2","5","thumbs-up"
"Kanye West","Yeezus","Bonus 1 - Kanye West ft. Jessica Shores - Teck Teck Tonic (Remix).mp3","3:57","2","0","not-rated"
"(Hed) P.E.","Only In Amerika","Bonus Track","3:08","1","0","not-rated"
"","Guild Wars Factions","Bonus Track 1","2:24","","0","not-rated"
"","Guild Wars Factions","Bonus Track 2","3:49","","0","not-rated"
"","Guild Wars Factions","Bonus Track 3","1:31","","0","not-rated"
"","Guild Wars Factions","Bonus Track 4","2:33","","0","not-rated"
"Iron Maiden","The Book Of Souls","The Book Of Souls","10:27","1","undefined","never-rated"
"System Of A Down","Steal This Album","BOOM","2:15","1","0","not-rated"
"Mushroomhead","XX (UK Version with 2 bonus tracks)","Born Of Desire","4:01","2","0","not-rated"
"Emigrate","Silent So Long","Born On My Own","4:40","9","undefined","never-rated"
"Stone Sour","The Best Of Stone Sour","Bother","4:00","14","5","thumbs-up"
"Tool","Undertow","Bottom","7:14","2","0","not-rated"
"Blof","Omarm","Bougainville","2:54","4","undefined","never-rated"
"Brand New","Daisy (iTunes Version)","Bought A Bride","3:05","6","undefined","never-rated"
"System Of A Down","Toxicity","Bounce","1:55","4","0","not-rated"
"Thousand Foot Krutch","Phenomenon","Bounce","3:07","3","5","thumbs-up"
"Kanye West","Yeezus","Bound 2","3:50","5","0","not-rated"
"(Hed) P.E.","Only In Amerika","The Box","3:28","1","0","not-rated"
"Big Big Train","English Electric (Part One)","A Boy in Darkness","8:03","","undefined","never-rated"
"Brand New","Deja Entendu","The Boy Who Blocked His Own Shot","4:39","4","5","thumbs-up"
"Everything Everything","Get To Heaven (Deluxe)","Brainchild","3:51","1","undefined","never-rated"
"Eminem","The Marshall Mathers LP2","Brainless","4:47","4","5","thumbs-up"
"Robin Thicke","Sex Therapy: The Experience","Brand New Luv","3:01","1","0","not-rated"
"Iron Maiden","Brave New World","Brave New World","6:19","4","undefined","never-rated"
"No Devotion","Permanence","Break","4:17","4","undefined","never-rated"
"Good Charlotte","Good Morning Revival","Break Apart Her Heart","3:20","2","0","not-rated"
"Of Mice & Men","Restoring Force","Break Free","3:29","2","undefined","never-rated"
"Guano Apes","Planet Of The Apes (Best Of)","Break The Line","3:31","5","5","thumbs-up"
"Thousand Foot Krutch","Phenomenon","Break The Silence","3:04","5","5","thumbs-up"
"Shinedown","The Sound Of Madness","Breaking Inside","3:50","2","5","thumbs-up"
"Ill Niño","Till Death, La Familia","Breaking the Rules","3:45","2","undefined","never-rated"
"Breed 77","Breed 77","Breaking the silence","5:10","4","0","not-rated"
"Breed 77","Cultura","Breaking The Silence [Acoustic]","5:15","23","5","thumbs-up"
"Skrillex & The Doors","Bangarang","Breakn' a Sweat","5:02","5","5","thumbs-up"
"Foo Fighters","Greatest Hits","Breakout","3:21","2","4",""
"Breaking Benjamin","Phobia","Breath","3:38","5","undefined","never-rated"
"Pearl Jam","Rearviewmirror: Greatest Hits 1991-2003","Breath and a Scream","5:24","","undefined","never-rated"
"The Cinematic Orchestra featuring Fontella Bass","Ma Fleur","Breathe","6:33","1","undefined","never-rated"
